train_mse_loss,train_inter_physics_loss,train_loss,valid_mse_loss,valid_inter_physics_loss,valid_loss,epoch,train_seconds,valid_seconds,checkpoint_seconds,total_seconds
1.17e-03,4.35e+05,1.21e-03,1.26e-03,4.11e+05,-6.68e+00,22,4.65e+00,2.16e-01,4.23e-02,4.91e+00
1.15e-03,4.21e+05,1.19e-03,1.23e-03,4.18e+05,-6.70e+00,23,4.67e+00,2.16e-01,4.21e-02,4.93e+00
1.14e-03,4.15e+05,1.18e-03,1.17e-03,3.98e+05,-6.75e+00,24,4.67e+00,2.21e-01,4.31e-02,4.93e+00
1.15e-03,4.11e+05,1.19e-03,1.10e-03,3.91e+05,-6.82e+00,25,4.65e+00,2.25e-01,4.24e-02,4.92e+00
1.12e-03,4.03e+05,1.16e-03,1.08e-03,3.82e+05,-6.84e+00,26,4.65e+00,2.19e-01,4.25e-02,4.91e+00
1.10e-03,3.94e+05,1.14e-03,1.05e-03,3.71e+05,-6.87e+00,27,4.66e+00,2.22e-01,4.28e-02,4.92e+00
1.10e-03,3.92e+05,1.14e-03,1.06e-03,3.68e+05,-6.85e+00,28,4.66e+00,2.20e-01,3.52e-02,4.91e+00
1.10e-03,3.79e+05,1.13e-03,9.86e-04,3.60e+05,-6.93e+00,29,4.66e+00,2.21e-01,4.23e-02,4.92e+00
1.06e-03,3.69e+05,1.10e-03,9.80e-04,3.48e+05,-6.93e+00,30,4.78e+00,2.15e-01,4.95e-02,5.05e+00
1.04e-03,3.64e+05,1.08e-03,9.72e-04,3.47e+05,-6.94e+00,31,4.66e+00,2.21e-01,4.21e-02,4.92e+00
1.02e-03,3.52e+05,1.05e-03,9.64e-04,3.46e+05,-6.95e+00,32,4.65e+00,2.23e-01,4.28e-02,4.91e+00
1.02e-03,3.46e+05,1.05e-03,9.46e-04,3.35e+05,-6.97e+00,33,4.69e+00,2.23e-01,4.38e-02,4.96e+00
9.87e-04,3.36e+05,1.02e-03,9.53e-04,3.30e+05,-6.96e+00,34,4.70e+00,2.21e-01,3.55e-02,4.96e+00
9.84e-04,3.30e+05,1.02e-03,9.29e-04,3.17e+05,-6.98e+00,35,4.65e+00,2.21e-01,5.09e-02,4.93e+00
9.56e-04,3.21e+05,9.88e-04,9.38e-04,3.10e+05,-6.97e+00,36,4.65e+00,2.18e-01,3.56e-02,4.91e+00
9.60e-04,3.17e+05,9.92e-04,9.41e-04,3.02e+05,-6.97e+00,37,4.67e+00,2.14e-01,3.48e-02,4.92e+00
9.35e-04,3.08e+05,9.66e-04,9.21e-04,2.99e+05,-6.99e+00,38,4.93e+00,2.28e-01,8.64e-02,5.24e+00
9.22e-04,3.00e+05,9.52e-04,9.21e-04,2.96e+05,-6.99e+00,39,4.65e+00,2.21e-01,4.24e-02,4.92e+00
9.12e-04,2.93e+05,9.42e-04,9.44e-04,2.83e+05,-6.97e+00,40,4.91e+00,2.22e-01,5.86e-02,5.19e+00
9.20e-04,2.87e+05,9.48e-04,9.89e-04,2.92e+05,-6.92e+00,41,4.65e+00,2.23e-01,3.50e-02,4.91e+00
9.47e-04,2.91e+05,9.76e-04,8.61e-04,2.71e+05,-7.06e+00,42,4.67e+00,2.22e-01,4.26e-02,4.93e+00
8.88e-04,2.74e+05,9.15e-04,8.28e-04,2.64e+05,-7.10e+00,43,4.65e+00,2.24e-01,1.12e-01,4.99e+00
8.76e-04,2.67e+05,9.03e-04,8.17e-04,2.66e+05,-7.11e+00,44,4.65e+00,2.15e-01,4.19e-02,4.91e+00
8.64e-04,2.59e+05,8.90e-04,8.02e-04,2.63e+05,-7.13e+00,45,4.66e+00,2.21e-01,4.22e-02,4.92e+00
8.55e-04,2.54e+05,8.80e-04,7.94e-04,2.53e+05,-7.14e+00,46,4.65e+00,2.22e-01,4.25e-02,4.91e+00
8.40e-04,2.47e+05,8.64e-04,7.83e-04,2.62e+05,-7.16e+00,47,4.63e+00,2.18e-01,4.24e-02,4.90e+00
8.34e-04,2.43e+05,8.59e-04,7.84e-04,2.53e+05,-7.15e+00,48,4.63e+00,2.19e-01,4.85e-02,4.90e+00
8.28e-04,2.37e+05,8.52e-04,7.76e-04,2.52e+05,-7.16e+00,49,4.62e+00,2.15e-01,4.17e-02,4.88e+00
8.19e-04,2.35e+05,8.43e-04,7.74e-04,2.45e+05,-7.17e+00,50,4.56e+00,2.16e-01,4.25e-02,4.82e+00
8.15e-04,2.30e+05,8.38e-04,7.60e-04,2.42e+05,-7.18e+00,51,4.58e+00,2.14e-01,4.22e-02,4.83e+00
8.12e-04,2.29e+05,8.35e-04,7.57e-04,2.33e+05,-7.19e+00,52,4.56e+00,2.18e-01,4.16e-02,4.82e+00
8.10e-04,2.24e+05,8.33e-04,7.53e-04,2.29e+05,-7.19e+00,53,4.61e+00,2.12e-01,7.97e-02,4.90e+00
7.95e-04,2.21e+05,8.17e-04,7.45e-04,2.32e+05,-7.20e+00,54,4.63e+00,2.17e-01,4.20e-02,4.89e+00
7.87e-04,2.15e+05,8.08e-04,7.49e-04,2.27e+05,-7.20e+00,55,4.59e+00,2.17e-01,3.50e-02,4.85e+00
7.83e-04,2.15e+05,8.05e-04,7.53e-04,2.35e+05,-7.19e+00,56,4.66e+00,2.15e-01,3.50e-02,4.91e+00
7.83e-04,2.12e+05,8.04e-04,7.36e-04,2.20e+05,-7.22e+00,57,4.61e+00,2.18e-01,4.26e-02,4.87e+00
7.73e-04,2.11e+05,7.94e-04,7.40e-04,2.21e+05,-7.21e+00,58,4.64e+00,2.14e-01,7.92e-02,4.94e+00
7.71e-04,2.11e+05,7.92e-04,7.32e-04,2.10e+05,-7.22e+00,59,4.60e+00,2.14e-01,4.21e-02,4.85e+00
7.61e-04,2.06e+05,7.82e-04,7.29e-04,2.07e+05,-7.23e+00,60,4.59e+00,2.20e-01,4.26e-02,4.85e+00
7.55e-04,2.03e+05,7.76e-04,7.28e-04,2.11e+05,-7.23e+00,61,4.59e+00,2.15e-01,4.22e-02,4.85e+00
7.50e-04,2.00e+05,7.70e-04,7.27e-04,2.10e+05,-7.23e+00,62,4.60e+00,2.19e-01,4.24e-02,4.86e+00
7.46e-04,1.98e+05,7.66e-04,7.33e-04,2.04e+05,-7.22e+00,63,4.64e+00,2.18e-01,4.93e-02,4.90e+00
7.44e-04,1.97e+05,7.64e-04,7.24e-04,2.06e+05,-7.23e+00,64,4.60e+00,2.14e-01,4.17e-02,4.85e+00
7.44e-04,1.95e+05,7.64e-04,7.11e-04,1.97e+05,-7.25e+00,65,4.59e+00,2.19e-01,4.17e-02,4.85e+00
7.44e-04,1.94e+05,7.64e-04,7.00e-04,1.87e+05,-7.27e+00,66,4.62e+00,2.15e-01,4.19e-02,4.88e+00
7.40e-04,1.94e+05,7.60e-04,7.03e-04,1.92e+05,-7.26e+00,67,4.60e+00,2.16e-01,3.49e-02,4.85e+00
7.38e-04,1.92e+05,7.57e-04,6.98e-04,1.89e+05,-7.27e+00,68,4.60e+00,2.17e-01,4.21e-02,4.86e+00
7.28e-04,1.87e+05,7.46e-04,6.95e-04,1.88e+05,-7.27e+00,69,4.59e+00,2.16e-01,4.23e-02,4.85e+00
7.22e-04,1.85e+05,7.40e-04,6.89e-04,1.96e+05,-7.28e+00,70,4.62e+00,2.18e-01,4.28e-02,4.88e+00
7.13e-04,1.83e+05,7.32e-04,6.85e-04,1.86e+05,-7.29e+00,71,4.62e+00,2.15e-01,4.21e-02,4.88e+00
7.08e-04,1.83e+05,7.27e-04,6.89e-04,1.96e+05,-7.28e+00,72,4.61e+00,2.13e-01,3.87e-02,4.86e+00
7.06e-04,1.83e+05,7.25e-04,6.99e-04,1.91e+05,-7.27e+00,73,4.59e+00,2.17e-01,3.49e-02,4.84e+00
7.05e-04,1.81e+05,7.23e-04,6.90e-04,1.87e+05,-7.28e+00,74,4.58e+00,2.13e-01,3.44e-02,4.82e+00
7.02e-04,1.78e+05,7.20e-04,7.01e-04,1.91e+05,-7.27e+00,75,4.58e+00,2.14e-01,3.49e-02,4.83e+00
7.02e-04,1.79e+05,7.20e-04,6.94e-04,1.93e+05,-7.28e+00,76,4.57e+00,2.18e-01,3.49e-02,4.82e+00
7.03e-04,1.77e+05,7.21e-04,6.85e-04,1.93e+05,-7.29e+00,77,4.61e+00,2.12e-01,5.89e-02,4.88e+00
7.00e-04,1.75e+05,7.18e-04,6.74e-04,1.87e+05,-7.31e+00,78,4.61e+00,2.17e-01,4.17e-02,4.87e+00
6.99e-04,1.73e+05,7.16e-04,6.73e-04,1.87e+05,-7.31e+00,79,4.62e+00,2.17e-01,4.20e-02,4.88e+00
7.01e-04,1.72e+05,7.19e-04,6.89e-04,1.86e+05,-7.28e+00,80,4.60e+00,2.19e-01,3.59e-02,4.85e+00
7.10e-04,1.73e+05,7.28e-04,7.04e-04,1.95e+05,-7.26e+00,81,4.61e+00,2.16e-01,3.47e-02,4.86e+00
7.07e-04,1.72e+05,7.24e-04,7.17e-04,1.92e+05,-7.24e+00,82,4.63e+00,2.13e-01,1.16e-01,4.95e+00
6.96e-04,1.69e+05,7.13e-04,6.98e-04,1.95e+05,-7.27e+00,83,4.62e+00,2.16e-01,3.51e-02,4.87e+00
6.85e-04,1.68e+05,7.02e-04,6.94e-04,1.95e+05,-7.28e+00,84,4.63e+00,2.18e-01,3.47e-02,4.88e+00
6.79e-04,1.67e+05,6.96e-04,6.90e-04,1.99e+05,-7.28e+00,85,5.53e+00,2.26e-01,4.15e-02,5.80e+00
6.75e-04,1.64e+05,6.92e-04,6.75e-04,1.93e+05,-7.30e+00,86,4.59e+00,2.15e-01,3.49e-02,4.84e+00
6.72e-04,1.62e+05,6.88e-04,6.75e-04,1.93e+05,-7.30e+00,87,4.60e+00,2.11e-01,3.47e-02,4.85e+00
6.67e-04,1.63e+05,6.83e-04,6.68e-04,1.95e+05,-7.31e+00,88,4.62e+00,2.18e-01,4.20e-02,4.88e+00
6.61e-04,1.61e+05,6.77e-04,6.53e-04,1.93e+05,-7.34e+00,89,4.59e+00,2.16e-01,4.23e-02,4.85e+00
6.55e-04,1.60e+05,6.71e-04,6.48e-04,1.87e+05,-7.34e+00,90,4.59e+00,2.18e-01,4.29e-02,4.85e+00
6.53e-04,1.59e+05,6.69e-04,6.47e-04,1.87e+05,-7.35e+00,91,4.61e+00,2.17e-01,4.16e-02,4.87e+00
6.51e-04,1.59e+05,6.67e-04,6.39e-04,1.83e+05,-7.36e+00,92,4.62e+00,2.13e-01,6.19e-02,4.89e+00
6.50e-04,1.57e+05,6.65e-04,6.38e-04,1.84e+05,-7.36e+00,93,4.60e+00,2.18e-01,4.19e-02,4.86e+00
6.49e-04,1.56e+05,6.65e-04,6.36e-04,1.77e+05,-7.36e+00,94,4.58e+00,2.20e-01,4.18e-02,4.84e+00
6.49e-04,1.56e+05,6.65e-04,6.37e-04,1.89e+05,-7.36e+00,95,4.59e+00,2.19e-01,3.48e-02,4.85e+00
6.51e-04,1.56e+05,6.66e-04,6.38e-04,1.88e+05,-7.36e+00,96,4.60e+00,2.12e-01,3.46e-02,4.85e+00
6.52e-04,1.55e+05,6.67e-04,6.36e-04,1.86e+05,-7.36e+00,97,4.61e+00,2.17e-01,8.62e-02,4.91e+00
6.45e-04,1.53e+05,6.60e-04,6.42e-04,1.85e+05,-7.35e+00,98,4.59e+00,2.19e-01,3.51e-02,4.85e+00
6.40e-04,1.54e+05,6.56e-04,6.37e-04,1.76e+05,-7.36e+00,99,4.62e+00,2.18e-01,3.52e-02,4.88e+00
6.39e-04,1.52e+05,6.54e-04,6.35e-04,1.67e+05,-7.36e+00,100,4.60e+00,2.20e-01,4.27e-02,4.86e+00
6.36e-04,1.51e+05,6.51e-04,6.30e-04,1.69e+05,-7.37e+00,101,4.60e+00,2.14e-01,4.21e-02,4.85e+00
6.33e-04,1.50e+05,6.48e-04,6.29e-04,1.68e+05,-7.37e+00,102,4.61e+00,2.12e-01,4.94e-02,4.87e+00
6.31e-04,1.49e+05,6.46e-04,6.24e-04,1.70e+05,-7.38e+00,103,4.61e+00,2.16e-01,4.18e-02,4.86e+00
6.27e-04,1.46e+05,6.41e-04,6.20e-04,1.74e+05,-7.39e+00,104,4.59e+00,2.15e-01,4.22e-02,4.84e+00
6.24e-04,1.46e+05,6.38e-04,6.11e-04,1.78e+05,-7.40e+00,105,4.65e+00,2.23e-01,4.22e-02,4.91e+00
6.27e-04,1.46e+05,6.42e-04,6.22e-04,1.74e+05,-7.38e+00,106,4.62e+00,2.16e-01,3.52e-02,4.87e+00
6.22e-04,1.45e+05,6.36e-04,6.18e-04,1.78e+05,-7.39e+00,107,4.68e+00,2.21e-01,6.09e-02,4.96e+00
6.18e-04,1.44e+05,6.32e-04,6.17e-04,1.74e+05,-7.39e+00,108,4.60e+00,2.17e-01,3.50e-02,4.85e+00
6.17e-04,1.42e+05,6.31e-04,6.11e-04,1.69e+05,-7.40e+00,109,4.60e+00,2.18e-01,3.53e-02,4.85e+00
6.15e-04,1.42e+05,6.30e-04,6.09e-04,1.65e+05,-7.41e+00,110,4.60e+00,2.17e-01,4.27e-02,4.86e+00
6.13e-04,1.42e+05,6.27e-04,6.10e-04,1.66e+05,-7.40e+00,111,4.62e+00,2.10e-01,3.50e-02,4.87e+00
6.15e-04,1.42e+05,6.30e-04,6.07e-04,1.61e+05,-7.41e+00,112,4.61e+00,2.21e-01,4.21e-02,4.88e+00
6.25e-04,1.43e+05,6.39e-04,6.08e-04,1.64e+05,-7.41e+00,113,4.99e+00,2.17e-01,1.22e-01,5.33e+00
6.40e-04,1.43e+05,6.55e-04,6.28e-04,1.58e+05,-7.38e+00,114,4.59e+00,2.16e-01,3.57e-02,4.84e+00
6.49e-04,1.44e+05,6.63e-04,6.11e-04,1.68e+05,-7.40e+00,115,4.60e+00,2.14e-01,3.52e-02,4.84e+00
6.38e-04,1.44e+05,6.52e-04,6.05e-04,1.63e+05,-7.41e+00,116,4.58e+00,2.15e-01,4.82e-02,4.85e+00
6.38e-04,1.43e+05,6.52e-04,5.95e-04,1.58e+05,-7.43e+00,117,4.60e+00,2.14e-01,4.72e-02,4.86e+00
6.33e-04,1.43e+05,6.47e-04,5.99e-04,1.53e+05,-7.42e+00,118,4.56e+00,2.18e-01,3.49e-02,4.81e+00
6.27e-04,1.42e+05,6.41e-04,6.01e-04,1.49e+05,-7.42e+00,119,4.59e+00,2.15e-01,3.51e-02,4.84e+00
6.21e-04,1.42e+05,6.36e-04,6.01e-04,1.49e+05,-7.42e+00,120,4.63e+00,2.18e-01,4.28e-02,4.89e+00
6.18e-04,1.40e+05,6.32e-04,6.03e-04,1.49e+05,-7.42e+00,121,4.60e+00,2.12e-01,3.49e-02,4.85e+00
6.15e-04,1.40e+05,6.29e-04,6.00e-04,1.51e+05,-7.42e+00,122,5.25e+00,2.38e-01,8.54e-02,5.57e+00
6.12e-04,1.39e+05,6.25e-04,5.98e-04,1.46e+05,-7.42e+00,123,4.59e+00,2.15e-01,3.55e-02,4.84e+00
6.08e-04,1.38e+05,6.22e-04,5.90e-04,1.46e+05,-7.44e+00,124,4.57e+00,2.15e-01,4.17e-02,4.82e+00
6.05e-04,1.36e+05,6.19e-04,5.85e-04,1.46e+05,-7.45e+00,125,4.57e+00,2.16e-01,4.18e-02,4.83e+00
6.01e-04,1.36e+05,6.15e-04,5.81e-04,1.44e+05,-7.45e+00,126,4.56e+00,2.13e-01,4.21e-02,4.82e+00
5.98e-04,1.35e+05,6.11e-04,5.77e-04,1.45e+05,-7.46e+00,127,4.59e+00,2.18e-01,4.18e-02,4.85e+00
5.95e-04,1.34e+05,6.08e-04,5.74e-04,1.46e+05,-7.46e+00,128,4.57e+00,2.15e-01,4.17e-02,4.83e+00
5.92e-04,1.33e+05,6.05e-04,5.69e-04,1.46e+05,-7.47e+00,129,4.58e+00,2.14e-01,4.24e-02,4.83e+00
5.91e-04,1.33e+05,6.04e-04,5.69e-04,1.42e+05,-7.47e+00,130,4.56e+00,2.18e-01,3.56e-02,4.81e+00
5.89e-04,1.32e+05,6.02e-04,5.68e-04,1.45e+05,-7.48e+00,131,4.56e+00,2.13e-01,4.18e-02,4.82e+00
5.88e-04,1.31e+05,6.01e-04,5.66e-04,1.45e+05,-7.48e+00,132,4.59e+00,2.14e-01,5.96e-02,4.86e+00
5.87e-04,1.31e+05,6.00e-04,5.68e-04,1.51e+05,-7.48e+00,133,4.55e+00,2.13e-01,3.50e-02,4.80e+00
5.84e-04,1.31e+05,5.97e-04,5.67e-04,1.46e+05,-7.48e+00,134,4.58e+00,2.12e-01,3.50e-02,4.83e+00
5.83e-04,1.29e+05,5.96e-04,5.65e-04,1.49e+05,-7.48e+00,135,4.58e+00,2.17e-01,4.18e-02,4.84e+00
5.83e-04,1.28e+05,5.96e-04,5.64e-04,1.49e+05,-7.48e+00,136,4.59e+00,2.06e-01,1.30e-01,4.92e+00
5.83e-04,1.29e+05,5.96e-04,5.62e-04,1.46e+05,-7.49e+00,137,4.60e+00,2.19e-01,4.18e-02,4.87e+00
5.85e-04,1.28e+05,5.98e-04,5.75e-04,1.48e+05,-7.46e+00,138,4.58e+00,2.18e-01,3.48e-02,4.83e+00
5.95e-04,1.29e+05,6.08e-04,5.66e-04,1.45e+05,-7.48e+00,139,4.60e+00,2.16e-01,3.50e-02,4.85e+00
6.04e-04,1.31e+05,6.17e-04,5.74e-04,1.46e+05,-7.46e+00,140,4.59e+00,2.18e-01,3.63e-02,4.85e+00
6.05e-04,1.32e+05,6.18e-04,5.82e-04,1.48e+05,-7.45e+00,141,4.59e+00,2.10e-01,5.17e-02,4.85e+00
6.08e-04,1.30e+05,6.21e-04,5.90e-04,1.57e+05,-7.44e+00,142,4.61e+00,2.18e-01,3.51e-02,4.86e+00
6.15e-04,1.31e+05,6.28e-04,6.05e-04,1.67e+05,-7.41e+00,143,4.60e+00,2.16e-01,3.52e-02,4.85e+00
6.12e-04,1.31e+05,6.25e-04,5.95e-04,1.52e+05,-7.43e+00,144,4.61e+00,2.17e-01,3.48e-02,4.86e+00
6.06e-04,1.28e+05,6.18e-04,5.88e-04,1.42e+05,-7.44e+00,145,4.61e+00,2.20e-01,3.47e-02,4.86e+00
5.98e-04,1.26e+05,6.10e-04,5.78e-04,1.37e+05,-7.46e+00,146,4.62e+00,2.10e-01,6.03e-02,4.89e+00
5.89e-04,1.24e+05,6.02e-04,5.74e-04,1.39e+05,-7.47e+00,147,4.61e+00,2.16e-01,3.51e-02,4.86e+00
5.84e-04,1.25e+05,5.97e-04,5.70e-04,1.39e+05,-7.47e+00,148,4.59e+00,2.15e-01,4.03e-02,4.85e+00
